step,true_x,true_z,true_vx,true_vz,true_theta,true_theta_dot,true_fuel,est_x,est_z,est_vx,est_vz,est_theta,est_theta_dot,est_fuel,err_x,err_z,err_vx,err_vz,err_theta,err_theta_dot,err_fuel
19,-0.061476429261282335,248.75650228429166,-0.2409395457323596,-5.909731355479883,-0.01092295307872143,-0.06560627575585229,99.43510465911531,-0.05990894705317967,248.75447743826538,-0.25821244066791643,-5.895063378441469,-0.011776723796460775,-0.06376290085709907,99.46151452577674,0.001567482208102662,-0.002024846026273508,-0.017272894935556837,0.014667977038413937,-0.0008537707177393456,0.0018433748987532195,0.02640986666142453
20,-0.07289168448586789,248.4602766571914,-0.21589824037753938,-5.93926200162955,-0.013855956014756216,-0.051713841685539136,99.40419768823091,-0.05782966001848836,248.4675849470741,-0.2245160370912563,-5.952792347253301,-0.01394630762684912,-0.0518638437203161,99.42674223839428,0.015062024467379524,0.007308289882701047,-0.00861779671371693,-0.013530345623751217,-9.035161209290307e-05,-0.00015000203477696233,0.02254455016337431
21,-0.0830115747252988,248.16264336994809,-0.18907428211131527,-5.966041088698017,-0.01608102102064475,-0.03728875855000231,99.37311332533368,-0.0779465936445203,248.17015235719012,-0.19372063844117046,-5.966588145171585,-0.016776540715844668,-0.03675841992463781,99.38628422932453,0.005064981080778491,0.007508987242033527,-0.004646356329855189,-0.0005470564735681194,-0.0006955196951999171,0.0005303386253645015,0.013170903990854299
22,-0.09187646760116022,247.86369215431685,-0.16563717909514797,-5.991981883773837,-0.017566540973080063,-0.022132039547410214,99.34197841745443,-0.09132852876140272,247.8616717776585,-0.15870382957639229,-5.992731707316648,-0.0177424156260777,-0.021510561855843637,99.34912246778619,0.0005479388397574975,-0.002020376658350642,0.006933349518755683,-0.0007498235428107236,-0.00017587465299763808,0.0006214776915665771,0.007144050331760354
23,-0.09955041403737014,247.563479651491,-0.14138018997878946,-6.016495825851773,-0.018292296832621107,-0.006898194834231548,99.31075628903578,-0.1015875517686258,247.56491294331119,-0.1357300588529337,-6.005134683445279,-0.018345724777727668,-0.005978606200964458,99.32373720867086,-0.0020371377312556616,0.0014332918201773737,0.005650131125855745,0.011361142406493663,-5.342794510656071e-05,0.0009195886332670905,0.01298091963508341
24,-0.106067523354445,247.26206277156135,-0.11930109624652505,-6.040159985667046,-0.01825695027162749,0.00831205727397624,99.27948535113083,-0.11285991718588072,247.26457255530906,-0.11492470934090007,-6.020439838571027,-0.019111282462300316,0.00882901849013038,99.29813457204,-0.00679239383143572,0.0025097837477119356,0.004376386905624974,0.019720147096018437,-0.0008543321906728275,0.0005169612161541395,0.018649220909168207
25,-0.11149127061839109,246.9594865103984,-0.09758911373855099,-6.062874136959373,-0.01745968962924588,0.023578368421288097,99.24815709250124,-0.11546050513314834,246.95867880780264,-0.09517428161472548,-6.053697174091174,-0.01832038007802428,0.025175220803253455,99.27074240095743,-0.003969234514757253,-0.0008077025957504702,0.002414832123825511,0.00917696286819858,-0.0008606904487783971,0.001596852381965358,0.022585308456186226
26,-0.11582142483561805,246.65581833826033,-0.07549802912648304,-6.083839535069069,-0.015911361640862418,0.03835475111405044,99.21671983054785,-0.11315447718034934,246.66052134329473,-0.06285567176644813,-6.08909450976362,-0.01715346607327195,0.03755316125830843,99.235749369514,0.002666947655268717,0.004703005034400576,0.012642357360034912,-0.005254974694550718,-0.0012421044324095326,-0.0008015898557420104,0.01902953896615145
27,-0.11905161601746525,246.35114721517826,-0.05353477545944642,-6.1029951058307095,-0.013640201005735554,0.05249167429102411,99.18516908788997,-0.12392187610026394,246.35365973651543,-0.046070010425109664,-6.095896621340943,-0.011151521103440754,0.05237944104007654,99.19846939842448,-0.004870260082798686,0.0025125213371666177,0.007464765034336754,0.007098484489766577,0.0024886799022948002,-0.00011223325094757153,0.013300310534503978
28,-0.12128259592746322,246.0455362760631,-0.03547731343490208,-6.1214330189249635,-0.010719579616627508,0.06433318127329773,99.15358702708434,-0.12142872102393076,246.0431185884055,-0.0503592454360646,-6.117326925989386,-0.01172380179547483,0.06392100287501597,99.17213808184967,-0.00014612509646753924,-0.0024176876576120776,-0.014881932001162515,0.004106092935577621,-0.0010042221788473232,-0.00041217839828176783,0.018551054765325148
29,-0.12256866282983649,245.73903235925548,-0.015691032098048847,-6.138717289532356,-0.007204247887457223,0.07628008789351363,99.12192963808862,-0.13142402428276237,245.72814657114577,-0.021143828699062714,-6.151030893660677,-0.008578629064000864,0.07544806460322452,99.13613803740954,-0.008855361452925883,-0.010885788109703753,-0.0054527966010138665,-0.012313604128320499,-0.0013743811765436417,-0.0008320232902891134,0.014208399320921217
30,-0.12329777835134377,245.4317173329929,-0.013170207500084782,-6.153867985337536,-0.0033279100513143884,0.07877342555219972,99.09016293194504,-0.11226200148146644,245.43952419794675,-0.017192837301192802,-6.160027018548847,-0.003473666346071269,0.07766229415170414,99.09924130413366,0.011035776869877334,0.007806864953863624,-0.00402262980110802,-0.006159033211311282,-0.00014575629475688072,-0.0011111314004955825,0.009078372188611183
31,-0.12394574246400579,245.12366102285836,-0.012438519734140133,-6.168367568766433,0.0006262817380050158,0.07939424602057643,99.05835964904267,-0.12257218402207627,245.13200811557638,-0.017063246899593716,-6.1683835008557,-6.661604619928596e-05,0.08130396400976422,99.07665571719562,0.0013735584419295177,0.008347092718025806,-0.0046247271654535835,-1.5932089267423066e-05,-0.0006928977842043018,0.0019097179891877925,0.018296068152949374
32,-0.1240940098893924,244.8148894635619,0.006830289682862305,-6.1824890696026875,0.004785464972112306,0.0869730833437152,99.02651826861613,-0.11962038957659325,244.80555453684335,0.010854680382469416,-6.166804705428796,0.002604865126099032,0.0875885634613072,99.05415747319566,0.004473620312799145,-0.009334926718565839,0.004024390699607111,0.015684364173891296,-0.0021805998460132743,0.0006154801175919933,0.027639204579529064
33,-0.12416394470941539,244.50541759277152,-0.009304809359494386,-6.19635722665165,0.008886309933339215,0.07706071510536115,98.99466625686048,-0.12184349811594179,244.5177198827877,0.004984829096494959,-6.224467243733353,0.007838262841155519,0.07818731902323048,99.01398220338507,0.0023204465934735935,0.012302290016179995,0.014289638455989346,-0.02811001708170302,-0.0010480470921836963,0.001126603917869326,0.01931594652458557
34,-0.12509651311045214,244.19531832865718,-0.027717217276396786,-6.207585972623846,0.012447445498431086,0.06538470749831374,98.96263840884352,-0.1289210564508207,244.19370795596038,-0.03743994528421198,-6.211868176187714,0.011193525198676557,0.06203965593803764,98.98200663357333,-0.0038245433403685525,-0.0016103726968026422,-0.009722728007815196,-0.004282203563867881,-0.0012539202997545289,-0.003345051560276098,0.01936822472981703
35,-0.12606898195159266,243.88465543508937,-0.010918637581567758,-6.218921540562001,0.015815836400614333,0.06935092858901612,98.9306332892465,-0.12903528039094433,243.8862541136107,0.003120229442380551,-6.214326793926316,0.015710588749672905,0.07092739586790014,98.95379531755817,-0.0029662984393516723,0.0015986785213328858,0.014038867023948309,0.004594746635685709,-0.00010524765094142852,0.001576467278884025,0.02316202831167402
36,-0.12671268478502223,243.57344067483402,-0.0145675509615263,-6.229650334127116,0.019130180503760343,0.0632228355368243,98.89860797650249,-0.12277031624059356,243.57696961012417,0.01226729843606347,-6.211887778334322,0.019575298740180713,0.06416087451048229,98.91354596588744,0.0039423685444286705,0.003528935290148638,0.026834849397589768,0.0177625557927934,0.0004451182364203707,0.0009380389736579897,0.014937989384947059
37,-0.1275618725921045,243.26169320173355,-0.019164653200641875,-6.240229720879901,0.02210465378160696,0.05575609557704039,98.8665783802435,-0.12525574468527256,243.26607028503207,-0.024801235147803913,-6.240397254665423,0.02247543413526909,0.05518994383914966,98.88006079213278,0.002306127906831934,0.004377083298521711,-0.005636581947162038,-0.00016753378552181175,0.00037078035366212847,-0.0005661517378907355,0.013482411889285117
38,-0.1282413706078408,242.9494517239297,-0.007794784961312487,-6.249418676102816,0.02489244233776429,0.05575544666925272,98.83445443732664,-0.12079274504575872,242.95947790295637,0.014515716854772468,-6.249668893576552,0.026810565397914488,0.05485869518673775,98.84165976609576,0.007448625562082076,0.010026179026652926,0.022310501816084953,-0.00025021747373621395,0.001918123060150198,-0.0008967514825149736,0.007205328769117614
39,-0.12881266314027429,242.63676880653153,-0.014855036634104023,-6.257879088770388,0.027430999782403404,0.04578685111631181,98.80229246627563,-0.12319715806313059,242.63096029657714,-0.017965479164479773,-6.256955806992897,0.026840862457217618,0.04558525076526076,98.8099787110824,0.005615505077143701,-0.0058085099543916385,-0.00311044253037575,0.0009232817774913471,-0.0005901373251857855,-0.0002016003510510525,0.007686244806762943
40,-0.12921298204190668,242.32367676261174,-0.0009816954046836975,-6.265791094536249,0.02968353630001038,0.04431460958796729,98.7700958349848,-0.12220678509055218,242.32475834934823,-0.018448359366533995,-6.265963854165214,0.031010823821796762,0.04457185814175424,98.7798815526975,0.007006196951354501,0.0010815867364897258,-0.017466663961850298,-0.00017275962896512453,0.0013272875217863814,0.00025724855378694844,0.009785717712702535
41,-0.12904719587498908,242.01020666588437,0.007783647765429542,-6.273000513221874,0.031825618924283976,0.04136869538297646,98.7378606398233,-0.1331555207631827,242.00733027052198,0.02391887218291104,-6.2720492212230665,0.033622749484146564,0.04053368167581457,98.74074434726967,-0.004108324888193626,-0.002876395362392259,0.016135224417481497,0.0009512919988070578,0.0017971305598625878,-0.0008350137071618871,0.002883707446372341
42,-0.128876855944088,241.6963889817523,-0.0008292601521805616,-6.279688938605366,0.03358735740039881,0.029100843661616884,98.70559610567983,-0.13357127330925503,241.70260717174526,0.016040483644353697,-6.263530917755632,0.034132455119569194,0.02992977203864466,98.71106286799177,-0.004694417365167042,0.006218189992949874,0.016869743796534258,0.016158020849734278,0.0005450977191703843,0.0008289283770277767,0.005466762311939988
43,-0.12912867565543612,241.38223513062718,-0.009152069542501863,-6.286448225516638,0.03473528017158035,0.016816067185644528,98.67334334561649,-0.12899685155711707,241.38539089330635,-0.015075472467899021,-6.288934608117688,0.03419603738133459,0.017594754200048954,98.68192409910515,0.00013182409831904995,0.003155762679170948,-0.005923402925397158,-0.002486382601049719,-0.00053924279024576,0.0007786870144044257,0.008580753488658388
44,-0.1293051200618103,241.06777726136713,0.0021520659218443247,-6.291852784496677,0.03548177462290245,0.013043710867239655,98.64100422445105,-0.13038626583505958,241.07475757584723,-0.001054418667139883,-6.293853424916534,0.035399016080139845,0.014369837284816363,98.64891814960757,-0.0010811457732492757,0.006980314480102834,-0.0032064845889842077,-0.002000640419857369,-8.275854276260791e-05,0.001326126417576708,0.007913925156515234
45,-0.12897885422057445,240.75306149645078,0.01094205581710511,-6.296763822977567,0.03602837819499145,0.008820432016320288,98.60863854274176,-0.1346943872444671,240.75467063549647,-0.006634373578291193,-6.290535521113046,0.03546519779696,0.006203475368409658,98.61138090694404,-0.0057155330238926605,0.0016091390456836052,-0.017576429395396304,0.0062283018645210575,-0.0005631803980314515,-0.0026169566479106307,0.0027423642022768036
46,-0.1282053085549976,240.43810320181112,0.020026935682140375,-6.30155372844634,0.03636646262309236,0.004702945107715978,98.57627013201969,-0.13369635814593367,240.4368366092449,0.02693369900793971,-6.302355973450999,0.0363761864676051,0.005145238272314449,98.57592633819104,-0.005491049590936076,-0.0012665925662247446,0.006906763325799335,-0.0008022450046594187,9.723844512740665e-06,0.000442293164598471,-0.00034379382864813124
47,-0.12740405962755466,240.1229250337156,0.012016562217362312,-6.305558585136137,0.03627911614552456,-0.008196804210427878,98.54385537390658,-0.13088600173204154,240.13119025711438,0.014604545229183913,-6.300259704167475,0.03655446189595679,-0.007300464923098646,98.54806102823017,-0.0034819421044868792,0.008265223398780108,0.0025879830118216013,0.005298880968662267,0.00027534575043223347,0.0008963392873292328,0.00420565432358444
48,-0.12657178983167752,239.80755143736027,0.02123162237419125,-6.309370061480276,0.03575799680823558,-0.012647969281131162,98.51143364768878,-0.1329098921871664,239.81005040570588,0.007563730918506775,-6.326682798030157,0.03564281916286971,-0.012196531483827924,98.51416097186048,-0.006338102355488873,0.00249896834560559,-0.013667891455684474,-0.01731273654988108,-0.00011517764536587288,0.00045143779730323803,0.0027273241717011842
49,-0.1252447163452431,239.49202201165284,0.03179091714013244,-6.3117917686340155,0.03502448820609866,-0.01669237480434592,98.47892329611877,-0.1149048929350666,239.49992340731913,0.024179966157384564,-6.317663987972376,0.03500418481666401,-0.018892175472533378,98.48130110624841,0.010339823410176488,0.007901395666294775,-0.007610950982747878,-0.005872219338360907,-2.0303389434650487e-05,-0.0021998006681874585,0.002377810129644331
50,-0.12384105377205573,239.17636912397143,0.02426453041541417,-6.314311114575253,0.03388530513795208,-0.028874947921517246,98.4464263981694,-0.11100797510688148,239.17743894198972,0.021660582473288045,-6.310415567756684,0.034311819856597925,-0.02844394522462106,98.44509947487234,0.012833078665174247,0.0010698180182941996,-0.002603947942126126,0.0038955468185690734,0.00042651471864584706,0.00043100269689618637,-0.001326923297057192
51,-0.12239847763992172,238.86058880064948,0.03331549811207385,-6.31688538382322,0.032354660072580636,-0.03235085469334038,98.4139377163989,-0.1138151303246389,238.8617834898557,0.03152745682551699,-6.328163748252732,0.03187932140415617,-0.03140291930386071,98.4195466825439,0.008583347315282819,0.0011946892062155712,-0.0017880412865568587,-0.011278364429511356,-0.0004753386684244673,0.0009479353894796747,0.0056089661449902906
52,-0.12079268204590743,238.54470683737486,0.03076472798615057,-6.318381479252187,0.030462959811018347,-0.0433171557691511,98.38138427315498,-0.12411938920978327,238.5504713329728,0.029132295508090413,-6.334702170944816,0.031010253079479355,-0.04306890433449638,98.38842963013707,-0.0033267071638758416,0.005764495597929908,-0.001632432478060157,-0.01632069169262884,0.0005472932684610077,0.0002482514346547199,0.0070453569820898565
53,-0.11942496540337698,238.228763799377,0.02374821782759709,-6.319329172971804,0.02803476910789442,-0.05381047235580594,98.34879936513188,-0.13225575366422435,238.2289397206712,0.02719429363361682,-6.312125096178542,0.027568199309111918,-0.05450939529089561,98.35456958333201,-0.012830788260847367,0.00017592129421473146,0.00344607580601973,0.007204076793262182,-0.00046656979878250196,-0.00069892293508967,0.005770218200126465
54,-0.11837008857570108,237.9127567123318,0.018212170349651096,-6.32094308603162,0.025117257497240583,-0.06288999207034754,98.31626626919274,-0.12333790267738946,237.9144490949992,0.014757718309894245,-6.31640146094665,0.02573548402022796,-0.06250248907333043,98.32434822232887,-0.004967814101688381,0.0016923826674144493,-0.003454452039756851,0.004541625084970136,0.0006182265229873786,0.00038750299701710567,0.00808195313612714
55,-0.1171198527565821,237.59667753259194,0.03154221906995493,-6.3222042818773305,0.02197427780557722,-0.06282919559618695,98.28370786835625,-0.12183908812366945,237.59983438326225,0.03845123864035637,-6.3246218125236435,0.02315081435087052,-0.06206217157252552,98.29467801149639,-0.004719235367087349,0.003156850670308131,0.006909019570401444,-0.002417530646313004,0.001176536545293299,0.000767024023661432,0.010970143140141886
56,-0.11609214224201196,237.2805421522901,0.009281438359600824,-6.323210288009688,0.018436597830712928,-0.07867800339838468,98.25111278024121,-0.1261847173015447,237.28516635332434,0.024299117470218828,-6.318111847200169,0.01811939724141265,-0.0783958943426459,98.26643270881327,-0.010092575059532746,0.004624201034232556,0.015017679110618003,0.005098440809518934,-0.00031720058930027883,0.0002821090557387773,0.015319928572054664
57,-0.11555641908804526,236.96436878465852,0.011818650534537904,-6.323712854213278,0.01436736754403714,-0.08409120806864681,98.21852295518204,-0.11593684762449093,236.96196839454336,0.018858331757303455,-6.316568341146621,0.014914667473862497,-0.0829858514532057,98.23244899343442,-0.00038042853644566776,-0.002400390115155915,0.0070396812227655516,0.007144513066656977,0.0005472999298253567,0.0011053566154411165,0.013926038252378703
58,-0.11502182411064182,236.64817553251018,0.009217469773029284,-6.324005549871651,0.010057666900612942,-0.08829681766832116,98.18592463045586,-0.10481969217881633,236.64679043848395,-0.00556115502986573,-6.333350009081376,0.011910200744269073,-0.08849791223892822,98.19486430236637,0.010202131931825495,-0.0013850940262329914,-0.014778624802895013,-0.009344459209724931,0.001852533843656131,-0.00020109457060706049,0.008939671910511038
59,-0.11409783495015137,236.33198616827374,0.027392379971660726,-6.323545169220371,0.005777867328541756,-0.08289516521452628,98.15326641316135,-0.11421101823773779,236.33450208677345,0.02770003980350173,-6.3098635331096835,0.006069911406637818,-0.08075733103880796,98.15935386924367,-0.00011318328758641583,0.0025159184997107786,0.0003076598318410041,0.013681636110687734,0.0002920440780960617,0.00213783417571832,0.006087456082326526
60,-0.11327620444783426,236.0157997465522,0.005125314362493305,-6.323910820357207,0.0013965476553901507,-0.09235762171153797,98.1206633837197,-0.1178203129748281,236.0167633130296,0.0024809254321681486,-6.324852134416046,0.0009127599573508505,-0.09128638094969047,98.11947094613397,-0.0045441085269938425,0.0009635664773952612,-0.0026443889303251564,-0.0009413140588394597,-0.00048378769803930025,0.0010712407618475028,-0.001192437585729067
61,-0.11297030554964901,235.69962465805145,0.006739291235577687,-6.323078272150358,-0.0031962010067465487,-0.09135232477393002,98.08800585166787,-0.105224650474396,235.69962285101715,0.006785312919431443,-6.3318552259055565,-0.0029343987058116916,-0.0913326315848168,98.09066517699661,0.007745655075253016,-1.8070342946430173e-06,4.6021683853756e-05,-0.008776953755198491,0.0002618023009348571,1.9693189113212384e-05,0.0026593253287359175
62,-0.11253318419220996,235.38350553392513,0.010380056644715741,-6.321672043336141,-0.007705068737954158,-0.08900238447437432,98.05531489011803,-0.11476231073210659,235.38733577962782,0.008995097130014415,-6.310112630668192,-0.006415621490956536,-0.09061675957615922,98.05744031392327,-0.0022291265398966253,0.003830245702687307,-0.0013849595147013265,0.011559412667949687,0.001289447246997622,-0.0016143751017849012,0.0021254238052392793
63,-0.11194345630006604,235.0674401386468,0.012856629833877522,-6.3209287118090565,-0.012065118972488055,-0.08539962490698158,98.02267373510773,-0.11485057069053554,235.06014483660348,0.020997651867421155,-6.330374491216202,-0.01174060383829234,-0.08655309246333798,98.01896019557718,-0.0029071143904695063,-0.007295302043303309,0.008141022033543633,-0.009445779407145416,0.0003245151341957145,-0.0011534675563563968,-0.003713539530551202
64,-0.11160568767470248,234.75143616044912,0.00030285665574821506,-6.3192267699220555,-0.016409293097833507,-0.08836734010683653,97.98996226832311,-0.10548547315857476,234.755076563873,-0.0014862361867794827,-6.332671830058389,-0.017212868081804,-0.08793201564136535,97.98420869427203,0.006120214516127723,0.00364040342387284,-0.0017890928425276977,-0.013445060136333176,-0.0008035749839704932,0.0004353244654711763,-0.0057535740510843425
65,-0.111413475821299,234.43552899046097,0.007042062194506236,-6.317042829840635,-0.0206400801379177,-0.08086414149653118,97.95723252953591,-0.10987091101158132,234.43442364832282,0.017645824324030723,-6.32888242298216,-0.02091277734552488,-0.07965579074816181,97.94773387571892,0.001542564809717678,-0.0011053421381461703,0.010603762129524488,-0.011839593141524496,-0.0002726972076071803,0.0012083507483693634,-0.009498653816990554
66,-0.11122987360442178,234.11973191734518,-2.377938001061567e-05,-6.314834294169177,-0.024676684494377002,-0.08060003276184086,97.92450132068242,-0.10932302277031221,234.11746971617228,0.01611884271190165,-6.3352745951466325,-0.025499238928389012,-0.08152484424900895,97.91405345806419,0.0019068508341095747,-0.0022622011728969937,0.016142622091912265,-0.020440300977455195,-0.00082255443401201,-0.0009248114871680951,-0.010447862618235604
67,-0.11145833852862817,233.8040593475969,-0.009437550554247144,-6.312061794073698,-0.02865792901601448,-0.0786497481036583,97.89173929396931,-0.10492476400937281,233.8038830199379,-0.0033277186047382164,-6.303038838185301,-0.028582899915427173,-0.07865222109532395,97.880523542289,0.006533574519255361,-0.00017632765900543745,0.006109831949508928,0.009022955888397632,7.502910058730661e-05,-2.4729916656557327e-06,-0.01121575168031086
68,-0.11205410214637898,233.48849785884565,-0.014704143245619732,-6.310390282680848,-0.03251301460330831,-0.07555367538809514,97.85905701252598,-0.11857061178617144,233.4875128680038,-0.012316951100498,-6.313780649131525,-0.03344524533666604,-0.0763065717417701,97.84582627003905,-0.006516509639792459,-0.000984990841857325,0.002387192145121732,-0.0033903664506773623,-0.0009322307333577279,-0.0007528963536749533,-0.013230742486925351
